srclang,trglang,srcIndex,segmentId,judgeID,system1Id,system1rank,system2Id,system2rank,rankingID
rus,eng,537,537,judge41,newstest2015.uedin-syntax.4005.ru-en.txt,4,newstest2015.MITLL-AFRL-phrase-based.4089.ru-en.txt,1,427
rus,eng,537,537,judge41,newstest2015.uedin-syntax.4005.ru-en.txt,4,newstest2015.MITLL-AFRL-pbfac.4077.ru-en.txt,2,427
rus,eng,537,537,judge41,newstest2015.uedin-jhu-phrase.4065.ru-en.txt,5,newstest2015.MITLL-AFRL-phrase-based.4089.ru-en.txt,1,427
rus,eng,537,537,judge41,newstest2015.uedin-jhu-phrase.4065.ru-en.txt,5,newstest2015.MITLL-AFRL-pbfac.4077.ru-en.txt,2,427
rus,eng,537,537,judge41,newstest2015.MITLL-AFRL-phrase-based.4089.ru-en.txt,1,newstest2015.MITLL-AFRL-pbfac.4077.ru-en.txt,2,427
rus,eng,2743,2743,judge41,newstest2015.USAAR-gacha.4052.ru-en.txt,5,newstest2015.uedin-syntax.4005.ru-en.txt,1,428
rus,eng,2743,2743,judge41,newstest2015.USAAR-gacha.4052.ru-en.txt,5,newstest2015.MITLL-AFRL-phrase-based.4089.ru-en.txt,2,428
rus,eng,2743,2743,judge41,newstest2015.USAAR-gacha.4052.ru-en.txt,5,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt,4,428
rus,eng,2743,2743,judge41,newstest2015.USAAR-gacha.4052.ru-en.txt,5,newstest2015.uedin-jhu-phrase.4065.ru-en.txt,3,428
rus,eng,2743,2743,judge41,newstest2015.uedin-syntax.4005.ru-en.txt,1,newstest2015.MITLL-AFRL-phrase-based.4089.ru-en.txt,2,428
rus,eng,2743,2743,judge41,newstest2015.uedin-syntax.4005.ru-en.txt,1,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt,4,428
rus,eng,2743,2743,judge41,newstest2015.uedin-syntax.4005.ru-en.txt,1,newstest2015.uedin-jhu-phrase.4065.ru-en.txt,3,428
rus,eng,2743,2743,judge41,newstest2015.MITLL-AFRL-phrase-based.4089.ru-en.txt,2,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt,4,428
rus,eng,2743,2743,judge41,newstest2015.MITLL-AFRL-phrase-based.4089.ru-en.txt,2,newstest2015.uedin-jhu-phrase.4065.ru-en.txt,3,428
rus,eng,2743,2743,judge41,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt,4,newstest2015.uedin-jhu-phrase.4065.ru-en.txt,3,428
rus,eng,2006,2006,judge41,newstest2015.PROMT-Rule-based.3993.ru-en.txt,1,newstest2015.MITLL-AFRL-hiero.4090.ru-en.txt,4,429
rus,eng,2006,2006,judge41,newstest2015.PROMT-Rule-based.3993.ru-en.txt,1,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt,3,429
rus,eng,2006,2006,judge41,newstest2015.PROMT-Rule-based.3993.ru-en.txt,1,newstest2015.MITLL-AFRL-pbfac.4077.ru-en.txt,5,429
rus,eng,2006,2006,judge41,newstest2015.PROMT-Rule-based.3993.ru-en.txt,1,newstest2015.online-A.0.ru-en.txt,2,429
rus,eng,2006,2006,judge41,newstest2015.MITLL-AFRL-hiero.4090.ru-en.txt,4,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt,3,429
rus,eng,2006,2006,judge41,newstest2015.MITLL-AFRL-hiero.4090.ru-en.txt,4,newstest2015.MITLL-AFRL-pbfac.4077.ru-en.txt,5,429
rus,eng,2006,2006,judge41,newstest2015.MITLL-AFRL-hiero.4090.ru-en.txt,4,newstest2015.online-A.0.ru-en.txt,2,429
rus,eng,2006,2006,judge41,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt,3,newstest2015.MITLL-AFRL-pbfac.4077.ru-en.txt,5,429
rus,eng,2006,2006,judge41,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt,3,newstest2015.online-A.0.ru-en.txt,2,429
rus,eng,2006,2006,judge41,newstest2015.MITLL-AFRL-pbfac.4077.ru-en.txt,5,newstest2015.online-A.0.ru-en.txt,2,429
rus,eng,993,993,judge44,newstest2015.online-B.0.ru-en.txt,1,newstest2015.MITLL-AFRL-hiero.4090.ru-en.txt,1,430
rus,eng,993,993,judge44,newstest2015.online-B.0.ru-en.txt,1,newstest2015.USAAR-gacha.3986.ru-en.txt,1,430
rus,eng,993,993,judge44,newstest2015.online-B.0.ru-en.txt,1,newstest2015.PROMT-Rule-based.3993.ru-en.txt,1,430
rus,eng,993,993,judge44,newstest2015.online-B.0.ru-en.txt,1,newstest2015.online-F.0.ru-en.txt,1,430
rus,eng,993,993,judge44,newstest2015.MITLL-AFRL-hiero.4090.ru-en.txt,1,newstest2015.USAAR-gacha.3986.ru-en.txt,1,430
rus,eng,993,993,judge44,newstest2015.MITLL-AFRL-hiero.4090.ru-en.txt,1,newstest2015.PROMT-Rule-based.3993.ru-en.txt,1,430
rus,eng,993,993,judge44,newstest2015.MITLL-AFRL-hiero.4090.ru-en.txt,1,newstest2015.online-F.0.ru-en.txt,1,430
rus,eng,993,993,judge44,newstest2015.USAAR-gacha.3986.ru-en.txt,1,newstest2015.PROMT-Rule-based.3993.ru-en.txt,1,430
rus,eng,993,993,judge44,newstest2015.USAAR-gacha.3986.ru-en.txt,1,newstest2015.online-F.0.ru-en.txt,1,430
rus,eng,993,993,judge44,newstest2015.PROMT-Rule-based.3993.ru-en.txt,1,newstest2015.online-F.0.ru-en.txt,1,430
rus,eng,2158,2158,judge44,newstest2015.online-B.0.ru-en.txt,1,newstest2015.uedin-jhu-phrase.4065.ru-en.txt,2,431
rus,eng,2158,2158,judge44,newstest2015.online-B.0.ru-en.txt,1,newstest2015.MITLL-AFRL-pbfac.4077.ru-en.txt,2,431
rus,eng,2158,2158,judge44,newstest2015.online-B.0.ru-en.txt,1,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt,2,431
rus,eng,2158,2158,judge44,newstest2015.online-B.0.ru-en.txt,1,newstest2015.PROMT-Rule-based.3993.ru-en.txt,1,431
rus,eng,2158,2158,judge44,newstest2015.uedin-jhu-phrase.4065.ru-en.txt,2,newstest2015.MITLL-AFRL-pbfac.4077.ru-en.txt,2,431
rus,eng,2158,2158,judge44,newstest2015.uedin-jhu-phrase.4065.ru-en.txt,2,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt,2,431
rus,eng,2158,2158,judge44,newstest2015.uedin-jhu-phrase.4065.ru-en.txt,2,newstest2015.PROMT-Rule-based.3993.ru-en.txt,1,431
rus,eng,2158,2158,judge44,newstest2015.MITLL-AFRL-pbfac.4077.ru-en.txt,2,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt,2,431
rus,eng,2158,2158,judge44,newstest2015.MITLL-AFRL-pbfac.4077.ru-en.txt,2,newstest2015.PROMT-Rule-based.3993.ru-en.txt,1,431
rus,eng,2158,2158,judge44,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt,2,newstest2015.PROMT-Rule-based.3993.ru-en.txt,1,431
rus,eng,712,712,judge44,newstest2015.PROMT-Rule-based.3993.ru-en.txt,2,newstest2015.USAAR-gacha.3986.ru-en.txt,3,432
rus,eng,712,712,judge44,newstest2015.PROMT-Rule-based.3993.ru-en.txt,2,newstest2015.uedin-syntax.4005.ru-en.txt,2,432
rus,eng,712,712,judge44,newstest2015.PROMT-Rule-based.3993.ru-en.txt,2,newstest2015.online-B.0.ru-en.txt,2,432
rus,eng,712,712,judge44,newstest2015.PROMT-Rule-based.3993.ru-en.txt,2,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt,3,432
rus,eng,712,712,judge44,newstest2015.USAAR-gacha.3986.ru-en.txt,3,newstest2015.uedin-syntax.4005.ru-en.txt,2,432
rus,eng,712,712,judge44,newstest2015.USAAR-gacha.3986.ru-en.txt,3,newstest2015.online-B.0.ru-en.txt,2,432
rus,eng,712,712,judge44,newstest2015.USAAR-gacha.3986.ru-en.txt,3,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt,3,432
rus,eng,712,712,judge44,newstest2015.uedin-syntax.4005.ru-en.txt,2,newstest2015.online-B.0.ru-en.txt,2,432
rus,eng,712,712,judge44,newstest2015.uedin-syntax.4005.ru-en.txt,2,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt,3,432
rus,eng,712,712,judge44,newstest2015.online-B.0.ru-en.txt,2,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt,3,432
rus,eng,2493,2493,judge45,newstest2015.MITLL-AFRL-phrase-based.4089.ru-en.txt,5,newstest2015.online-A.0.ru-en.txt,3,433
rus,eng,2493,2493,judge45,newstest2015.MITLL-AFRL-phrase-based.4089.ru-en.txt,5,newstest2015.online-G.0.ru-en.txt,2,433
rus,eng,2493,2493,judge45,newstest2015.MITLL-AFRL-phrase-based.4089.ru-en.txt,5,newstest2015.MITLL-AFRL-hiero.4090.ru-en.txt,4,433
rus,eng,2493,2493,judge45,newstest2015.MITLL-AFRL-phrase-based.4089.ru-en.txt,5,newstest2015.USAAR-gacha.4052.ru-en.txt,4,433
rus,eng,2493,2493,judge45,newstest2015.online-A.0.ru-en.txt,3,newstest2015.online-G.0.ru-en.txt,2,433
rus,eng,2493,2493,judge45,newstest2015.online-A.0.ru-en.txt,3,newstest2015.MITLL-AFRL-hiero.4090.ru-en.txt,4,433
rus,eng,2493,2493,judge45,newstest2015.online-A.0.ru-en.txt,3,newstest2015.USAAR-gacha.4052.ru-en.txt,4,433
rus,eng,2493,2493,judge45,newstest2015.online-G.0.ru-en.txt,2,newstest2015.MITLL-AFRL-hiero.4090.ru-en.txt,4,433
rus,eng,2493,2493,judge45,newstest2015.online-G.0.ru-en.txt,2,newstest2015.USAAR-gacha.4052.ru-en.txt,4,433
rus,eng,2493,2493,judge45,newstest2015.MITLL-AFRL-hiero.4090.ru-en.txt,4,newstest2015.USAAR-gacha.4052.ru-en.txt,4,433
rus,eng,2381,2381,judge45,newstest2015.online-A.0.ru-en.txt,4,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt,2,434
rus,eng,2381,2381,judge45,newstest2015.online-A.0.ru-en.txt,4,newstest2015.online-B.0.ru-en.txt,3,434
rus,eng,2381,2381,judge45,newstest2015.online-A.0.ru-en.txt,4,newstest2015.PROMT-Rule-based.3993.ru-en.txt,1,434
rus,eng,2381,2381,judge45,newstest2015.online-A.0.ru-en.txt,4,newstest2015.MITLL-AFRL-phrase-based.4089.ru-en.txt,2,434
rus,eng,2381,2381,judge45,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt,2,newstest2015.online-B.0.ru-en.txt,3,434
rus,eng,2381,2381,judge45,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt,2,newstest2015.PROMT-Rule-based.3993.ru-en.txt,1,434
rus,eng,2381,2381,judge45,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt,2,newstest2015.MITLL-AFRL-phrase-based.4089.ru-en.txt,2,434
rus,eng,2381,2381,judge45,newstest2015.online-B.0.ru-en.txt,3,newstest2015.PROMT-Rule-based.3993.ru-en.txt,1,434
rus,eng,2381,2381,judge45,newstest2015.online-B.0.ru-en.txt,3,newstest2015.MITLL-AFRL-phrase-based.4089.ru-en.txt,2,434
rus,eng,2381,2381,judge45,newstest2015.PROMT-Rule-based.3993.ru-en.txt,1,newstest2015.MITLL-AFRL-phrase-based.4089.ru-en.txt,2,434
rus,eng,661,661,judge45,newstest2015.uedin-jhu-phrase.4065.ru-en.txt,4,newstest2015.PROMT-Rule-based.3993.ru-en.txt,3,435
rus,eng,661,661,judge45,newstest2015.uedin-jhu-phrase.4065.ru-en.txt,4,newstest2015.online-B.0.ru-en.txt,2,435
rus,eng,661,661,judge45,newstest2015.uedin-jhu-phrase.4065.ru-en.txt,4,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt,4,435
rus,eng,661,661,judge45,newstest2015.uedin-jhu-phrase.4065.ru-en.txt,4,newstest2015.USAAR-gacha.4052.ru-en.txt,1,435
rus,eng,661,661,judge45,newstest2015.PROMT-Rule-based.3993.ru-en.txt,3,newstest2015.online-B.0.ru-en.txt,2,435
rus,eng,661,661,judge45,newstest2015.PROMT-Rule-based.3993.ru-en.txt,3,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt,4,435
rus,eng,661,661,judge45,newstest2015.PROMT-Rule-based.3993.ru-en.txt,3,newstest2015.USAAR-gacha.4052.ru-en.txt,1,435
rus,eng,661,661,judge45,newstest2015.online-B.0.ru-en.txt,2,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt,4,435
rus,eng,661,661,judge45,newstest2015.online-B.0.ru-en.txt,2,newstest2015.USAAR-gacha.4052.ru-en.txt,1,435
rus,eng,661,661,judge45,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt,4,newstest2015.USAAR-gacha.4052.ru-en.txt,1,435
rus,eng,2423,2423,judge5,newstest2015.online-B.0.ru-en.txt,4,newstest2015.online-G.0.ru-en.txt,2,436
rus,eng,2423,2423,judge5,newstest2015.online-B.0.ru-en.txt,4,newstest2015.online-A.0.ru-en.txt,3,436
rus,eng,2423,2423,judge5,newstest2015.online-B.0.ru-en.txt,4,newstest2015.uedin-syntax.4005.ru-en.txt,5,436
rus,eng,2423,2423,judge5,newstest2015.online-B.0.ru-en.txt,4,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt+newstest2015.MITLL-AFRL-phrase-based.4089.ru-en.txt,1,436
rus,eng,2423,2423,judge5,newstest2015.online-G.0.ru-en.txt,2,newstest2015.online-A.0.ru-en.txt,3,436
rus,eng,2423,2423,judge5,newstest2015.online-G.0.ru-en.txt,2,newstest2015.uedin-syntax.4005.ru-en.txt,5,436
rus,eng,2423,2423,judge5,newstest2015.online-G.0.ru-en.txt,2,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt+newstest2015.MITLL-AFRL-phrase-based.4089.ru-en.txt,1,436
rus,eng,2423,2423,judge5,newstest2015.online-A.0.ru-en.txt,3,newstest2015.uedin-syntax.4005.ru-en.txt,5,436
rus,eng,2423,2423,judge5,newstest2015.online-A.0.ru-en.txt,3,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt+newstest2015.MITLL-AFRL-phrase-based.4089.ru-en.txt,1,436
rus,eng,2423,2423,judge5,newstest2015.uedin-syntax.4005.ru-en.txt,5,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt+newstest2015.MITLL-AFRL-phrase-based.4089.ru-en.txt,1,436
rus,eng,2792,2792,judge5,newstest2015.MITLL-AFRL-hiero.4090.ru-en.txt+newstest2015.uedin-jhu-phrase.4065.ru-en.txt+newstest2015.uedin-syntax.4005.ru-en.txt,2,newstest2015.PROMT-Rule-based.3993.ru-en.txt,1,438
rus,eng,2792,2792,judge5,newstest2015.MITLL-AFRL-hiero.4090.ru-en.txt+newstest2015.uedin-jhu-phrase.4065.ru-en.txt+newstest2015.uedin-syntax.4005.ru-en.txt,2,newstest2015.online-B.0.ru-en.txt,4,438
rus,eng,2792,2792,judge5,newstest2015.MITLL-AFRL-hiero.4090.ru-en.txt+newstest2015.uedin-jhu-phrase.4065.ru-en.txt+newstest2015.uedin-syntax.4005.ru-en.txt,2,newstest2015.MITLL-AFRL-phrase-based.4089.ru-en.txt,3,438
rus,eng,2792,2792,judge5,newstest2015.MITLL-AFRL-hiero.4090.ru-en.txt+newstest2015.uedin-jhu-phrase.4065.ru-en.txt+newstest2015.uedin-syntax.4005.ru-en.txt,2,newstest2015.online-G.0.ru-en.txt,2,438
rus,eng,2792,2792,judge5,newstest2015.PROMT-Rule-based.3993.ru-en.txt,1,newstest2015.online-B.0.ru-en.txt,4,438
rus,eng,2792,2792,judge5,newstest2015.PROMT-Rule-based.3993.ru-en.txt,1,newstest2015.MITLL-AFRL-phrase-based.4089.ru-en.txt,3,438
rus,eng,2792,2792,judge5,newstest2015.PROMT-Rule-based.3993.ru-en.txt,1,newstest2015.online-G.0.ru-en.txt,2,438
rus,eng,2792,2792,judge5,newstest2015.online-B.0.ru-en.txt,4,newstest2015.MITLL-AFRL-phrase-based.4089.ru-en.txt,3,438
rus,eng,2792,2792,judge5,newstest2015.online-B.0.ru-en.txt,4,newstest2015.online-G.0.ru-en.txt,2,438
rus,eng,2792,2792,judge5,newstest2015.MITLL-AFRL-phrase-based.4089.ru-en.txt,3,newstest2015.online-G.0.ru-en.txt,2,438
rus,eng,2565,2565,judge1,newstest2015.online-A.0.ru-en.txt,4,newstest2015.online-G.0.ru-en.txt,5,439
rus,eng,2565,2565,judge1,newstest2015.online-A.0.ru-en.txt,4,newstest2015.MITLL-AFRL-phrase-based.4089.ru-en.txt,2,439
rus,eng,2565,2565,judge1,newstest2015.online-A.0.ru-en.txt,4,newstest2015.USAAR-gacha.4052.ru-en.txt,3,439
rus,eng,2565,2565,judge1,newstest2015.online-A.0.ru-en.txt,4,newstest2015.MITLL-AFRL-pbfac.4077.ru-en.txt,2,439
rus,eng,2565,2565,judge1,newstest2015.online-G.0.ru-en.txt,5,newstest2015.MITLL-AFRL-phrase-based.4089.ru-en.txt,2,439
rus,eng,2565,2565,judge1,newstest2015.online-G.0.ru-en.txt,5,newstest2015.USAAR-gacha.4052.ru-en.txt,3,439
rus,eng,2565,2565,judge1,newstest2015.online-G.0.ru-en.txt,5,newstest2015.MITLL-AFRL-pbfac.4077.ru-en.txt,2,439
rus,eng,2565,2565,judge1,newstest2015.MITLL-AFRL-phrase-based.4089.ru-en.txt,2,newstest2015.USAAR-gacha.4052.ru-en.txt,3,439
rus,eng,2565,2565,judge1,newstest2015.MITLL-AFRL-phrase-based.4089.ru-en.txt,2,newstest2015.MITLL-AFRL-pbfac.4077.ru-en.txt,2,439
rus,eng,2565,2565,judge1,newstest2015.USAAR-gacha.4052.ru-en.txt,3,newstest2015.MITLL-AFRL-pbfac.4077.ru-en.txt,2,439
rus,eng,314,314,judge1,newstest2015.online-G.0.ru-en.txt,3,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt,3,440
rus,eng,314,314,judge1,newstest2015.online-G.0.ru-en.txt,3,newstest2015.uedin-jhu-phrase.4065.ru-en.txt,2,440
rus,eng,314,314,judge1,newstest2015.online-G.0.ru-en.txt,3,newstest2015.online-F.0.ru-en.txt,2,440
rus,eng,314,314,judge1,newstest2015.online-G.0.ru-en.txt,3,newstest2015.MITLL-AFRL-pbfac.4077.ru-en.txt,3,440
rus,eng,314,314,judge1,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt,3,newstest2015.uedin-jhu-phrase.4065.ru-en.txt,2,440
rus,eng,314,314,judge1,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt,3,newstest2015.online-F.0.ru-en.txt,2,440
rus,eng,314,314,judge1,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt,3,newstest2015.MITLL-AFRL-pbfac.4077.ru-en.txt,3,440
rus,eng,314,314,judge1,newstest2015.uedin-jhu-phrase.4065.ru-en.txt,2,newstest2015.online-F.0.ru-en.txt,2,440
rus,eng,314,314,judge1,newstest2015.uedin-jhu-phrase.4065.ru-en.txt,2,newstest2015.MITLL-AFRL-pbfac.4077.ru-en.txt,3,440
rus,eng,314,314,judge1,newstest2015.online-F.0.ru-en.txt,2,newstest2015.MITLL-AFRL-pbfac.4077.ru-en.txt,3,440
rus,eng,2351,2351,judge1,newstest2015.MITLL-AFRL-pbfac.4077.ru-en.txt+newstest2015.online-G.0.ru-en.txt+newstest2015.uedin-syntax.4005.ru-en.txt+newstest2015.USAAR-gacha.3986.ru-en.txt+newstest2015.USAAR-gacha.4052.ru-en.txt,5,newstest2015.MITLL-AFRL-hiero.4090.ru-en.txt,5,441
rus,eng,2351,2351,judge1,newstest2015.MITLL-AFRL-pbfac.4077.ru-en.txt+newstest2015.online-G.0.ru-en.txt+newstest2015.uedin-syntax.4005.ru-en.txt+newstest2015.USAAR-gacha.3986.ru-en.txt+newstest2015.USAAR-gacha.4052.ru-en.txt,5,newstest2015.MITLL-AFRL-phrase-based.4089.ru-en.txt+newstest2015.online-B.0.ru-en.txt,5,441
rus,eng,2351,2351,judge1,newstest2015.MITLL-AFRL-pbfac.4077.ru-en.txt+newstest2015.online-G.0.ru-en.txt+newstest2015.uedin-syntax.4005.ru-en.txt+newstest2015.USAAR-gacha.3986.ru-en.txt+newstest2015.USAAR-gacha.4052.ru-en.txt,5,newstest2015.uedin-jhu-phrase.4065.ru-en.txt,3,441
rus,eng,2351,2351,judge1,newstest2015.MITLL-AFRL-pbfac.4077.ru-en.txt+newstest2015.online-G.0.ru-en.txt+newstest2015.uedin-syntax.4005.ru-en.txt+newstest2015.USAAR-gacha.3986.ru-en.txt+newstest2015.USAAR-gacha.4052.ru-en.txt,5,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt,1,441
rus,eng,2351,2351,judge1,newstest2015.MITLL-AFRL-hiero.4090.ru-en.txt,5,newstest2015.MITLL-AFRL-phrase-based.4089.ru-en.txt+newstest2015.online-B.0.ru-en.txt,5,441
rus,eng,2351,2351,judge1,newstest2015.MITLL-AFRL-hiero.4090.ru-en.txt,5,newstest2015.uedin-jhu-phrase.4065.ru-en.txt,3,441
rus,eng,2351,2351,judge1,newstest2015.MITLL-AFRL-hiero.4090.ru-en.txt,5,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt,1,441
rus,eng,2351,2351,judge1,newstest2015.MITLL-AFRL-phrase-based.4089.ru-en.txt+newstest2015.online-B.0.ru-en.txt,5,newstest2015.uedin-jhu-phrase.4065.ru-en.txt,3,441
rus,eng,2351,2351,judge1,newstest2015.MITLL-AFRL-phrase-based.4089.ru-en.txt+newstest2015.online-B.0.ru-en.txt,5,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt,1,441
rus,eng,2351,2351,judge1,newstest2015.uedin-jhu-phrase.4065.ru-en.txt,3,newstest2015.LIMSI-NCode-SOUL.3998.ru-en.txt,1,441
rus,eng,173,173,judge43,newstest2015.uedin-syntax.4005.ru-en.txt,1,newstest2015.online-F.0.ru-en.txt,5,442
rus,eng,173,173,judge43,newstest2015.uedin-syntax.4005.ru-en.txt,1,newstest2015.USAAR-gacha.4052.ru-en.txt,2,442
